IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.18.162.142,4,3,0.25,216.74,0.00,N/A
104.24.94.103,4,3,0.25,216.76,0.00,N/A
172.65.113.250,4,3,0.25,216.96,0.00,N/A
104.16.162.245,4,3,0.25,216.98,0.00,N/A
104.27.194.10,4,3,0.25,217.80,0.00,N/A
172.67.98.224,4,3,0.25,217.80,0.00,N/A
104.25.42.218,4,3,0.25,217.81,0.00,N/A
104.25.203.119,4,3,0.25,217.81,0.00,N/A
172.67.80.12,4,3,0.25,217.86,0.00,N/A
172.67.68.238,4,3,0.25,217.95,0.00,N/A
172.65.2.108,4,3,0.25,217.99,0.00,N/A
172.66.160.203,4,3,0.25,218.11,0.00,N/A
104.25.38.12,4,3,0.25,218.47,0.00,N/A
104.26.11.35,4,3,0.25,218.53,0.00,N/A
104.25.200.126,4,3,0.25,218.56,0.00,N/A
172.65.100.81,4,3,0.25,218.66,0.00,N/A
104.24.55.6,4,3,0.25,218.71,0.00,N/A
172.66.141.177,4,3,0.25,219.47,0.00,N/A
104.17.116.145,4,3,0.25,219.49,0.00,N/A
172.65.87.27,4,3,0.25,219.56,0.00,N/A
104.24.45.87,4,3,0.25,219.59,0.00,N/A
104.24.141.44,4,3,0.25,219.59,0.00,N/A
104.27.38.110,4,3,0.25,219.64,0.00,N/A
104.19.118.230,4,3,0.25,219.66,0.00,N/A
104.25.23.75,4,3,0.25,219.76,0.00,N/A
104.20.4.168,4,3,0.25,219.78,0.00,N/A
104.26.12.4,4,3,0.25,219.90,0.00,N/A
104.23.128.23,4,3,0.25,219.93,0.00,N/A
198.41.195.141,4,3,0.25,219.96,0.00,N/A
104.19.220.174,4,3,0.25,220.00,0.00,N/A
162.159.136.106,4,3,0.25,220.02,0.00,N/A
104.25.216.127,4,3,0.25,220.03,0.00,N/A
104.24.40.44,4,3,0.25,220.24,0.00,N/A
162.159.35.17,4,3,0.25,220.27,0.00,N/A
104.25.93.96,4,3,0.25,220.48,0.00,N/A
172.67.77.198,4,3,0.25,220.55,0.00,N/A
172.65.79.21,4,3,0.25,220.74,0.00,N/A
198.41.223.0,4,3,0.25,221.08,0.00,N/A
104.21.198.104,4,3,0.25,221.10,0.00,N/A
172.65.73.4,4,3,0.25,221.28,0.00,N/A
172.66.143.116,4,3,0.25,221.41,0.00,N/A
104.27.93.80,4,3,0.25,221.61,0.00,N/A
104.24.230.143,4,3,0.25,221.65,0.00,N/A
104.16.71.107,4,3,0.25,221.71,0.00,N/A
104.16.132.15,4,3,0.25,221.90,0.00,N/A
104.25.40.157,4,3,0.25,221.96,0.00,N/A
172.67.114.226,4,3,0.25,222.10,0.00,N/A
104.24.13.11,4,3,0.25,222.34,0.00,N/A
104.24.193.151,4,3,0.25,222.35,0.00,N/A
172.65.67.130,4,3,0.25,222.40,0.00,N/A
172.65.94.238,4,3,0.25,222.44,0.00,N/A
104.24.209.162,4,3,0.25,222.63,0.00,N/A
172.65.11.80,4,3,0.25,222.70,0.00,N/A
104.18.75.81,4,3,0.25,222.71,0.00,N/A
104.24.133.101,4,3,0.25,222.98,0.00,N/A
104.23.131.109,4,3,0.25,223.01,0.00,N/A
104.25.102.171,4,3,0.25,223.02,0.00,N/A
172.66.132.84,4,3,0.25,223.05,0.00,N/A
172.66.193.162,4,3,0.25,223.18,0.00,N/A
104.24.184.189,4,3,0.25,223.33,0.00,N/A
172.66.136.44,4,3,0.25,223.61,0.00,N/A
162.159.133.230,4,3,0.25,223.84,0.00,N/A
172.66.138.147,4,3,0.25,223.94,0.00,N/A
172.67.228.127,4,3,0.25,224.00,0.00,N/A
104.27.199.9,4,3,0.25,224.08,0.00,N/A
104.24.65.23,4,3,0.25,224.20,0.00,N/A
104.16.148.99,4,3,0.25,224.29,0.00,N/A
172.66.154.116,4,3,0.25,224.32,0.00,N/A
172.67.97.98,4,3,0.25,224.36,0.00,N/A
104.25.28.117,4,3,0.25,224.40,0.00,N/A
172.65.153.238,4,3,0.25,224.54,0.00,N/A
104.17.176.76,4,3,0.25,224.63,0.00,N/A
104.20.0.127,4,3,0.25,224.65,0.00,N/A
104.25.29.89,4,3,0.25,224.92,0.00,N/A
104.27.24.60,4,3,0.25,225.07,0.00,N/A
172.67.240.143,4,3,0.25,225.14,0.00,N/A
104.25.169.184,4,3,0.25,225.19,0.00,N/A
162.159.143.200,4,3,0.25,225.20,0.00,N/A
172.67.106.194,4,3,0.25,225.32,0.00,N/A
104.27.105.253,4,3,0.25,225.41,0.00,N/A
104.24.28.233,4,3,0.25,225.74,0.00,N/A
104.27.195.31,4,3,0.25,225.79,0.00,N/A
104.20.27.75,4,3,0.25,225.82,0.00,N/A
172.65.77.34,4,3,0.25,225.86,0.00,N/A
104.16.135.225,4,3,0.25,225.96,0.00,N/A
104.20.6.179,4,3,0.25,226.06,0.00,N/A
172.65.152.52,4,3,0.25,226.19,0.00,N/A
104.16.142.180,4,3,0.25,226.37,0.00,N/A
172.65.44.169,4,3,0.25,226.39,0.00,N/A
104.25.115.202,4,3,0.25,226.86,0.00,N/A
104.16.154.111,4,3,0.25,226.89,0.00,N/A
104.16.128.104,4,3,0.25,226.92,0.00,N/A
172.65.127.228,4,3,0.25,226.97,0.00,N/A
104.16.52.110,4,3,0.25,227.00,0.00,N/A
104.25.245.18,4,3,0.25,227.07,0.00,N/A
104.19.15.254,4,3,0.25,227.17,0.00,N/A
172.65.181.240,4,3,0.25,227.29,0.00,N/A
104.27.115.63,4,3,0.25,227.50,0.00,N/A
104.16.82.155,4,3,0.25,227.52,0.00,N/A
104.17.199.165,4,3,0.25,227.81,0.00,N/A
172.66.149.135,4,3,0.25,227.82,0.00,N/A
172.66.161.2,4,3,0.25,227.83,0.00,N/A
162.159.140.120,4,3,0.25,228.04,0.00,N/A
104.25.175.76,4,3,0.25,228.37,0.00,N/A
104.25.149.159,4,3,0.25,228.40,0.00,N/A
172.66.148.21,4,3,0.25,228.56,0.00,N/A
104.16.12.0,4,3,0.25,228.64,0.00,N/A
104.18.197.252,4,3,0.25,228.64,0.00,N/A
104.29.156.155,4,3,0.25,228.71,0.00,N/A
104.16.20.27,4,3,0.25,229.07,0.00,N/A
104.18.74.72,4,3,0.25,229.24,0.00,N/A
104.24.39.49,4,3,0.25,229.28,0.00,N/A
104.27.205.166,4,3,0.25,229.40,0.00,N/A
104.24.54.76,4,3,0.25,229.67,0.00,N/A
104.27.110.147,4,3,0.25,229.84,0.00,N/A
104.18.73.19,4,3,0.25,230.24,0.00,N/A
172.67.126.210,4,3,0.25,230.42,0.00,N/A
104.19.173.173,4,3,0.25,230.46,0.00,N/A
104.25.168.2,4,3,0.25,230.50,0.00,N/A
172.65.78.75,4,3,0.25,230.53,0.00,N/A
104.25.77.13,4,3,0.25,230.57,0.00,N/A
104.18.202.114,4,3,0.25,230.66,0.00,N/A
104.18.131.221,4,3,0.25,230.89,0.00,N/A
104.24.179.228,4,3,0.25,230.89,0.00,N/A
104.18.175.116,4,3,0.25,230.92,0.00,N/A
104.24.75.6,4,3,0.25,230.94,0.00,N/A
104.24.156.161,4,3,0.25,231.05,0.00,N/A
172.66.198.236,4,3,0.25,231.11,0.00,N/A
104.25.44.68,4,3,0.25,231.22,0.00,N/A
104.24.8.22,4,3,0.25,231.25,0.00,N/A
104.16.56.196,4,3,0.25,231.36,0.00,N/A
104.17.234.172,4,3,0.25,231.42,0.00,N/A
172.65.141.206,4,3,0.25,231.56,0.00,N/A
172.66.0.105,4,3,0.25,231.62,0.00,N/A
104.18.88.159,4,3,0.25,231.73,0.00,N/A
104.17.218.160,4,3,0.25,231.73,0.00,N/A
172.65.157.59,4,3,0.25,232.59,0.00,N/A
162.159.137.79,4,3,0.25,232.65,0.00,N/A
104.19.109.183,4,3,0.25,232.70,0.00,N/A
162.159.160.111,4,3,0.25,232.70,0.00,N/A
104.17.195.119,4,3,0.25,232.87,0.00,N/A
172.65.189.149,4,3,0.25,233.22,0.00,N/A
172.64.231.252,4,3,0.25,233.42,0.00,N/A
104.20.23.252,4,3,0.25,233.55,0.00,N/A
172.66.206.248,4,3,0.25,233.58,0.00,N/A
104.24.183.123,4,3,0.25,233.65,0.00,N/A
104.27.10.68,4,3,0.25,234.36,0.00,N/A
104.24.86.205,4,3,0.25,234.39,0.00,N/A
104.17.94.178,4,3,0.25,234.50,0.00,N/A
104.17.86.128,4,3,0.25,234.71,0.00,N/A
162.159.130.13,4,3,0.25,234.71,0.00,N/A
104.17.100.3,4,3,0.25,235.17,0.00,N/A
172.65.228.12,4,3,0.25,235.24,0.00,N/A
198.41.217.70,4,3,0.25,235.43,0.00,N/A
104.18.135.102,4,3,0.25,235.48,0.00,N/A
104.18.158.179,4,3,0.25,236.12,0.00,N/A
104.25.14.7,4,3,0.25,236.58,0.00,N/A
104.29.157.118,4,3,0.25,236.62,0.00,N/A
162.159.142.8,4,3,0.25,236.70,0.00,N/A
104.18.210.212,4,3,0.25,236.82,0.00,N/A
162.159.141.56,4,3,0.25,236.86,0.00,N/A
104.24.180.204,4,3,0.25,237.49,0.00,N/A
104.16.11.244,4,3,0.25,237.52,0.00,N/A
141.101.120.173,4,4,0.00,154.86,0.00,N/A
104.25.134.71,4,3,0.25,237.90,0.00,N/A
104.17.72.166,4,3,0.25,238.06,0.00,N/A
104.16.150.43,4,3,0.25,239.05,0.00,N/A
172.66.158.35,4,2,0.50,227.02,0.00,N/A
162.159.24.83,4,4,0.00,155.74,0.00,N/A
104.16.48.193,4,1,0.75,187.95,0.00,N/A
172.64.42.19,4,3,0.25,240.83,0.00,N/A
190.93.244.2,4,3,0.25,240.90,0.00,N/A
198.41.198.85,4,3,0.25,240.91,0.00,N/A
104.19.99.238,4,3,0.25,241.13,0.00,N/A
104.18.188.45,4,3,0.25,241.70,0.00,N/A
104.16.93.204,4,3,0.25,242.26,0.00,N/A
104.18.71.184,4,3,0.25,242.70,0.00,N/A
104.17.127.209,4,3,0.25,242.76,0.00,N/A
104.17.253.30,4,3,0.25,243.54,0.00,N/A
141.101.113.115,4,3,0.25,244.15,0.00,N/A
172.65.230.82,4,3,0.25,244.21,0.00,N/A
104.19.0.87,4,3,0.25,245.03,0.00,N/A
104.19.172.132,4,3,0.25,245.31,0.00,N/A
104.19.127.215,4,3,0.25,245.85,0.00,N/A
104.16.96.189,4,3,0.25,245.97,0.00,N/A
162.159.41.95,4,3,0.25,246.72,0.00,N/A
104.16.161.163,4,3,0.25,247.05,0.00,N/A
104.17.232.6,4,3,0.25,247.11,0.00,N/A
104.17.135.45,4,3,0.25,249.51,0.00,N/A
104.19.180.89,4,3,0.25,251.46,0.00,N/A
104.17.175.136,4,3,0.25,252.04,0.00,N/A
104.16.129.104,4,3,0.25,252.50,0.00,N/A
162.159.0.93,4,3,0.25,252.70,0.00,N/A
104.16.130.83,4,3,0.25,252.76,0.00,N/A
108.162.195.73,4,3,0.25,252.91,0.00,N/A
104.16.33.86,4,3,0.25,253.26,0.00,N/A
172.65.244.10,4,3,0.25,253.38,0.00,N/A
104.16.176.99,4,3,0.25,253.53,0.00,N/A
104.16.25.42,4,3,0.25,253.60,0.00,N/A
104.19.216.133,4,3,0.25,255.33,0.00,N/A
104.19.179.37,4,3,0.25,255.96,0.00,N/A
104.17.84.23,4,3,0.25,256.55,0.00,N/A
104.19.63.134,4,3,0.25,257.42,0.00,N/A
104.16.110.138,4,3,0.25,257.55,0.00,N/A
104.17.198.183,4,3,0.25,258.65,0.00,N/A
104.17.109.55,4,3,0.25,258.68,0.00,N/A
104.19.122.206,4,3,0.25,258.72,0.00,N/A
104.17.190.1,4,3,0.25,259.15,0.00,N/A
104.18.79.81,4,3,0.25,259.59,0.00,N/A
172.65.211.46,4,3,0.25,260.99,0.00,N/A
104.16.66.34,4,3,0.25,262.53,0.00,N/A
104.19.2.147,4,3,0.25,262.81,0.00,N/A
104.17.44.65,4,3,0.25,262.97,0.00,N/A
104.17.17.20,4,3,0.25,263.70,0.00,N/A
104.29.147.62,4,3,0.25,264.40,0.00,N/A
172.64.92.73,4,3,0.25,264.68,0.00,N/A
172.65.227.80,4,3,0.25,265.69,0.00,N/A
162.159.236.208,4,3,0.25,266.74,0.00,N/A
104.17.45.216,4,3,0.25,267.38,0.00,N/A
104.16.146.176,4,3,0.25,268.11,0.00,N/A
172.65.200.113,4,3,0.25,268.23,0.00,N/A
104.16.23.230,4,3,0.25,268.62,0.00,N/A
104.19.175.192,4,3,0.25,268.87,0.00,N/A
104.16.160.182,4,3,0.25,269.41,0.00,N/A
104.16.92.54,4,3,0.25,269.77,0.00,N/A
104.16.32.129,4,3,0.25,269.78,0.00,N/A
172.64.149.211,4,3,0.25,270.09,0.00,N/A
172.64.152.1,4,3,0.25,270.36,0.00,N/A
104.17.48.132,4,3,0.25,270.99,0.00,N/A
172.64.46.26,4,3,0.25,272.81,0.00,N/A
104.18.212.11,4,3,0.25,273.34,0.00,N/A
104.16.14.56,4,3,0.25,273.73,0.00,N/A
104.19.14.193,4,3,0.25,273.95,0.00,N/A
104.18.166.230,4,3,0.25,274.10,0.00,N/A
104.19.40.42,4,3,0.25,274.13,0.00,N/A
104.19.56.134,4,3,0.25,275.37,0.00,N/A
104.17.185.117,4,3,0.25,275.44,0.00,N/A
104.17.241.144,4,3,0.25,276.07,0.00,N/A
104.17.33.181,4,3,0.25,276.60,0.00,N/A
162.159.57.92,4,3,0.25,277.81,0.00,N/A
104.19.48.221,4,3,0.25,277.99,0.00,N/A
104.19.171.76,4,3,0.25,278.17,0.00,N/A
198.41.207.230,4,3,0.25,278.46,0.00,N/A
162.159.36.253,4,3,0.25,279.44,0.00,N/A
104.16.28.121,4,3,0.25,279.80,0.00,N/A
104.16.140.113,4,3,0.25,280.14,0.00,N/A
104.16.9.46,4,3,0.25,280.39,0.00,N/A
104.17.32.69,4,3,0.25,280.45,0.00,N/A
104.19.108.174,4,3,0.25,281.49,0.00,N/A
104.19.174.93,4,3,0.25,281.49,0.00,N/A
104.16.84.127,4,3,0.25,282.29,0.00,N/A
104.17.29.12,4,3,0.25,282.29,0.00,N/A
104.18.143.106,4,3,0.25,282.33,0.00,N/A
104.17.196.124,4,3,0.25,282.78,0.00,N/A
104.19.223.129,4,3,0.25,284.39,0.00,N/A
104.17.228.87,4,3,0.25,284.59,0.00,N/A
172.64.85.146,4,3,0.25,285.23,0.00,N/A
162.159.32.199,4,3,0.25,287.82,0.00,N/A
104.16.89.108,4,3,0.25,287.90,0.00,N/A
162.159.51.99,4,3,0.25,287.91,0.00,N/A
141.101.115.26,4,3,0.25,287.95,0.00,N/A
104.16.143.104,4,3,0.25,288.14,0.00,N/A
198.41.194.58,4,3,0.25,288.52,0.00,N/A
108.162.192.238,4,3,0.25,288.71,0.00,N/A
104.16.251.145,4,3,0.25,289.33,0.00,N/A
104.16.85.73,4,3,0.25,289.47,0.00,N/A
104.19.121.206,4,3,0.25,290.06,0.00,N/A
104.16.31.130,4,3,0.25,290.65,0.00,N/A
162.159.50.114,4,3,0.25,290.72,0.00,N/A
104.18.93.98,4,3,0.25,291.98,0.00,N/A
172.65.212.34,4,3,0.25,292.62,0.00,N/A
104.16.53.232,4,3,0.25,292.88,0.00,N/A
198.41.208.247,4,3,0.25,294.09,0.00,N/A
104.16.136.220,4,3,0.25,294.76,0.00,N/A
104.19.178.228,4,3,0.25,295.58,0.00,N/A
104.19.194.94,4,3,0.25,295.90,0.00,N/A
198.41.193.215,4,3,0.25,297.36,0.00,N/A
104.18.235.19,4,3,0.25,298.42,0.00,N/A
104.17.77.126,4,3,0.25,299.19,0.00,N/A
104.19.238.155,4,3,0.25,299.89,0.00,N/A
104.16.22.183,4,3,0.25,300.54,0.00,N/A
172.65.195.27,4,3,0.25,300.76,0.00,N/A
172.65.234.237,4,3,0.25,300.99,0.00,N/A
104.19.50.235,4,3,0.25,302.33,0.00,N/A
104.19.45.87,4,3,0.25,303.99,0.00,N/A
104.19.8.100,4,3,0.25,306.97,0.00,N/A
198.41.215.92,4,3,0.25,307.53,0.00,N/A
172.64.36.220,4,3,0.25,307.53,0.00,N/A
104.16.64.120,4,3,0.25,310.61,0.00,N/A
104.16.74.223,4,3,0.25,310.65,0.00,N/A
172.65.229.208,4,3,0.25,311.33,0.00,N/A
172.65.225.21,4,3,0.25,312.20,0.00,N/A
104.17.251.122,4,3,0.25,314.09,0.00,N/A
104.18.187.114,4,3,0.25,314.37,0.00,N/A
104.16.159.76,4,3,0.25,316.27,0.00,N/A
162.159.25.48,4,3,0.25,316.53,0.00,N/A
104.19.90.164,4,3,0.25,316.95,0.00,N/A
172.66.1.43,4,3,0.25,318.23,0.00,N/A
104.18.129.141,4,3,0.25,319.67,0.00,N/A
162.159.193.162,4,3,0.25,319.76,0.00,N/A
104.17.213.41,4,3,0.25,321.97,0.00,N/A
104.17.130.212,4,3,0.25,322.62,0.00,N/A
104.19.35.111,4,3,0.25,323.17,0.00,N/A
104.17.74.18,4,3,0.25,323.44,0.00,N/A
172.65.203.111,4,3,0.25,324.94,0.00,N/A
104.19.57.105,4,3,0.25,327.01,0.00,N/A
104.17.233.132,4,3,0.25,327.15,0.00,N/A
162.159.6.5,4,3,0.25,327.62,0.00,N/A
104.19.102.31,4,3,0.25,331.24,0.00,N/A
104.16.158.231,4,3,0.25,333.48,0.00,N/A
172.65.223.15,4,3,0.25,335.15,0.00,N/A
173.245.58.250,4,3,0.25,335.58,0.00,N/A
172.64.97.58,4,3,0.25,343.36,0.00,N/A
104.17.254.155,4,3,0.25,345.00,0.00,N/A
104.19.100.180,4,3,0.25,346.82,0.00,N/A
104.18.208.81,4,3,0.25,347.48,0.00,N/A
190.93.245.247,4,3,0.25,351.11,0.00,N/A
198.41.214.106,4,3,0.25,351.11,0.00,N/A
104.17.46.229,4,3,0.25,351.83,0.00,N/A
104.16.86.77,4,3,0.25,353.31,0.00,N/A
104.17.224.182,4,3,0.25,354.69,0.00,N/A
104.19.59.135,4,3,0.25,358.76,0.00,N/A
104.19.89.187,4,3,0.25,359.17,0.00,N/A
172.64.88.143,4,3,0.25,360.95,0.00,N/A
162.159.33.43,4,3,0.25,375.35,0.00,N/A
104.19.61.185,4,3,0.25,377.53,0.00,N/A
104.19.117.172,4,3,0.25,399.47,0.00,N/A
104.19.9.133,4,3,0.25,422.17,0.00,N/A
104.19.31.43,4,3,0.25,422.37,0.00,N/A
172.64.229.134,4,2,0.50,85.00,0.00,N/A
104.17.71.34,4,2,0.50,141.76,0.00,N/A
162.159.62.165,4,2,0.50,144.77,0.00,N/A
104.16.172.89,4,2,0.50,145.39,0.00,N/A
104.19.131.186,4,2,0.50,146.38,0.00,N/A
104.19.133.142,4,2,0.50,148.63,0.00,N/A
104.16.120.70,4,2,0.50,148.88,0.00,N/A
104.17.183.235,4,2,0.50,148.98,0.00,N/A
104.18.119.34,4,2,0.50,149.40,0.00,N/A
104.18.86.163,4,2,0.50,149.41,0.00,N/A
104.21.224.224,4,2,0.50,150.10,0.00,N/A
104.16.65.21,4,2,0.50,151.50,0.00,N/A
104.17.105.222,4,2,0.50,151.54,0.00,N/A
104.17.15.12,4,2,0.50,152.27,0.00,N/A
104.16.126.110,4,2,0.50,152.92,0.00,N/A
104.18.230.11,4,2,0.50,153.17,0.00,N/A
104.16.112.15,4,2,0.50,153.45,0.00,N/A
104.16.127.250,4,2,0.50,154.65,0.00,N/A
104.17.117.2,4,2,0.50,154.71,0.00,N/A
104.21.234.245,4,2,0.50,154.73,0.00,N/A
104.18.132.69,4,2,0.50,154.87,0.00,N/A
104.21.228.163,4,2,0.50,154.87,0.00,N/A
104.16.122.71,4,2,0.50,155.03,0.00,N/A
104.19.136.35,4,2,0.50,155.73,0.00,N/A
104.16.117.20,4,2,0.50,155.90,0.00,N/A
104.19.129.82,4,2,0.50,156.28,0.00,N/A
104.21.226.5,4,2,0.50,157.69,0.00,N/A
104.16.58.226,4,2,0.50,157.72,0.00,N/A
104.19.243.232,4,2,0.50,157.78,0.00,N/A
172.66.174.23,4,2,0.50,158.40,0.00,N/A
104.19.255.213,4,2,0.50,159.02,0.00,N/A
104.18.209.71,4,2,0.50,160.04,0.00,N/A
104.18.62.204,4,2,0.50,160.65,0.00,N/A
104.17.246.142,4,2,0.50,160.86,0.00,N/A
104.16.169.157,4,2,0.50,160.93,0.00,N/A
104.27.125.10,4,2,0.50,161.32,0.00,N/A
172.66.45.107,4,2,0.50,161.53,0.00,N/A
104.21.117.72,4,2,0.50,161.81,0.00,N/A
162.159.38.72,4,2,0.50,162.20,0.00,N/A
162.159.255.145,4,2,0.50,162.88,0.00,N/A
104.16.7.222,4,2,0.50,162.90,0.00,N/A
104.19.199.2,4,2,0.50,163.12,0.00,N/A
172.67.141.13,4,2,0.50,163.52,0.00,N/A
104.17.98.34,4,2,0.50,164.07,0.00,N/A
172.64.49.126,4,2,0.50,164.09,0.00,N/A
172.66.150.162,4,2,0.50,164.23,0.00,N/A
172.66.163.89,4,2,0.50,164.64,0.00,N/A
104.25.104.74,4,2,0.50,164.82,0.00,N/A
104.23.137.86,4,2,0.50,165.02,0.00,N/A
172.67.179.88,4,2,0.50,165.21,0.00,N/A
104.17.35.159,4,2,0.50,165.73,0.00,N/A
104.17.89.249,4,2,0.50,166.96,0.00,N/A
104.16.156.100,4,2,0.50,167.11,0.00,N/A
104.20.29.80,4,2,0.50,167.48,0.00,N/A
104.25.65.252,4,2,0.50,167.63,0.00,N/A
104.17.97.244,4,2,0.50,168.13,0.00,N/A
172.65.138.51,4,2,0.50,169.46,0.00,N/A
172.65.24.27,4,2,0.50,169.59,0.00,N/A
104.19.219.59,4,2,0.50,169.80,0.00,N/A
172.67.197.205,4,2,0.50,170.70,0.00,N/A
104.17.12.68,4,2,0.50,170.74,0.00,N/A
162.159.243.245,4,2,0.50,171.22,0.00,N/A
172.66.199.116,4,2,0.50,172.52,0.00,N/A
104.18.150.245,4,2,0.50,172.55,0.00,N/A
104.27.124.71,4,2,0.50,172.88,0.00,N/A
104.17.95.169,4,2,0.50,172.94,0.00,N/A
172.66.212.46,4,2,0.50,173.07,0.00,N/A
104.27.126.178,4,2,0.50,173.15,0.00,N/A
172.64.147.103,4,2,0.50,173.32,0.00,N/A
104.17.80.12,4,2,0.50,173.41,0.00,N/A
108.162.193.27,4,2,0.50,173.53,0.00,N/A
172.65.31.7,4,2,0.50,173.83,0.00,N/A
104.19.116.44,4,2,0.50,174.42,0.00,N/A
198.41.206.197,4,2,0.50,174.84,0.00,N/A
104.20.11.204,4,2,0.50,175.06,0.00,N/A
104.18.152.23,4,2,0.50,175.37,0.00,N/A
104.24.200.109,4,2,0.50,176.25,0.00,N/A
172.67.206.99,4,2,0.50,176.50,0.00,N/A
172.67.232.247,4,2,0.50,176.62,0.00,N/A
172.65.201.60,4,2,0.50,176.81,0.00,N/A
104.21.113.136,4,2,0.50,176.97,0.00,N/A
104.19.213.139,4,2,0.50,177.11,0.00,N/A
104.17.211.161,4,2,0.50,177.15,0.00,N/A
104.21.57.183,4,2,0.50,177.90,0.00,N/A
104.18.205.108,4,2,0.50,178.43,0.00,N/A
104.19.36.223,4,2,0.50,178.48,0.00,N/A
172.65.89.67,4,2,0.50,178.74,0.00,N/A
172.67.162.146,4,2,0.50,179.04,0.00,N/A
104.21.47.249,4,2,0.50,179.11,0.00,N/A
104.17.156.140,4,2,0.50,179.19,0.00,N/A
172.67.174.9,4,2,0.50,179.33,0.00,N/A
104.21.200.65,4,2,0.50,179.46,0.00,N/A
104.18.156.39,4,2,0.50,179.62,0.00,N/A
104.25.234.198,4,2,0.50,179.81,0.00,N/A
104.17.47.57,4,2,0.50,180.05,0.00,N/A
172.67.171.63,4,2,0.50,180.20,0.00,N/A
172.67.109.94,4,2,0.50,180.22,0.00,N/A
104.25.141.224,4,2,0.50,180.77,0.00,N/A
104.21.7.161,4,2,0.50,180.91,0.00,N/A
104.25.250.141,4,2,0.50,181.08,0.00,N/A
172.67.120.221,4,2,0.50,181.81,0.00,N/A
172.67.233.166,4,2,0.50,181.89,0.00,N/A
104.21.220.104,4,2,0.50,182.06,0.00,N/A
104.19.230.11,4,2,0.50,182.24,0.00,N/A
104.16.51.84,4,2,0.50,182.95,0.00,N/A
172.65.243.152,4,2,0.50,183.20,0.00,N/A
104.17.180.206,4,2,0.50,183.32,0.00,N/A
104.17.107.135,4,2,0.50,183.50,0.00,N/A
104.27.75.120,4,2,0.50,183.84,0.00,N/A
172.65.10.195,4,2,0.50,183.90,0.00,N/A
104.24.79.246,4,2,0.50,184.00,0.00,N/A
104.25.165.22,4,2,0.50,184.13,0.00,N/A
141.101.122.252,4,2,0.50,184.21,0.00,N/A
172.67.198.161,4,2,0.50,184.73,0.00,N/A
172.66.152.190,4,2,0.50,184.82,0.00,N/A
104.24.147.19,4,2,0.50,184.86,0.00,N/A
104.19.120.92,4,2,0.50,184.90,0.00,N/A
104.25.39.116,4,2,0.50,185.18,0.00,N/A
104.20.16.234,4,2,0.50,185.33,0.00,N/A
104.23.111.239,4,2,0.50,185.97,0.00,N/A
104.21.35.44,4,2,0.50,186.00,0.00,N/A
104.17.75.115,4,2,0.50,186.18,0.00,N/A
104.27.120.164,4,2,0.50,186.37,0.00,N/A
104.24.238.207,4,2,0.50,186.82,0.00,N/A
104.21.52.61,4,2,0.50,187.24,0.00,N/A
104.21.32.65,4,2,0.50,187.35,0.00,N/A
104.21.126.25,4,2,0.50,187.76,0.00,N/A
172.65.162.61,4,2,0.50,187.89,0.00,N/A
104.27.34.171,4,2,0.50,188.09,0.00,N/A
172.65.188.222,4,2,0.50,188.46,0.00,N/A
104.21.54.142,4,2,0.50,188.46,0.00,N/A
104.24.217.156,4,2,0.50,188.60,0.00,N/A
172.65.146.156,4,2,0.50,188.94,0.00,N/A
104.16.62.228,4,2,0.50,189.26,0.00,N/A
104.24.27.218,4,2,0.50,189.30,0.00,N/A
104.20.13.134,4,2,0.50,189.38,0.00,N/A
172.67.117.100,4,2,0.50,189.40,0.00,N/A
172.65.209.114,4,2,0.50,190.13,0.00,N/A
172.65.175.31,4,2,0.50,190.62,0.00,N/A
104.26.13.232,4,2,0.50,191.30,0.00,N/A
162.159.11.33,4,2,0.50,191.43,0.00,N/A
104.27.127.178,4,2,0.50,191.61,0.00,N/A
104.21.13.173,4,2,0.50,191.72,0.00,N/A
172.65.35.208,4,2,0.50,191.94,0.00,N/A
172.65.54.174,4,2,0.50,191.96,0.00,N/A
172.65.68.111,4,2,0.50,191.97,0.00,N/A
172.66.171.245,4,2,0.50,192.57,0.00,N/A
190.93.246.142,4,2,0.50,192.71,0.00,N/A
104.16.100.117,4,2,0.50,192.94,0.00,N/A
104.27.28.1,4,2,0.50,193.12,0.00,N/A
172.67.181.42,4,2,0.50,193.21,0.00,N/A
104.21.103.0,4,2,0.50,193.22,0.00,N/A
172.66.203.149,4,2,0.50,193.22,0.00,N/A
172.65.248.175,4,2,0.50,193.37,0.00,N/A
104.21.70.126,4,2,0.50,193.51,0.00,N/A
104.25.5.180,4,2,0.50,193.63,0.00,N/A
172.65.71.106,4,2,0.50,193.64,0.00,N/A
104.24.63.159,4,2,0.50,193.90,0.00,N/A
172.67.249.203,4,2,0.50,193.91,0.00,N/A
172.67.178.98,4,2,0.50,194.11,0.00,N/A
104.17.225.41,4,2,0.50,194.13,0.00,N/A
104.20.25.26,4,2,0.50,194.49,0.00,N/A
104.21.65.174,4,2,0.50,194.52,0.00,N/A
172.67.202.90,4,2,0.50,194.61,0.00,N/A
104.21.86.126,4,2,0.50,194.76,0.00,N/A
172.67.64.69,4,2,0.50,194.85,0.00,N/A
104.27.200.118,4,2,0.50,195.18,0.00,N/A
172.65.63.3,4,2,0.50,195.51,0.00,N/A
172.65.97.26,4,2,0.50,195.66,0.00,N/A
